2026-08-08T13:19:12.519053893Z 1786195152.518      0 172.18.0.2 NONE_NONE/000 0 - error:transaction-end-before-headers - HIER_NONE/- -
2026-08-08T13:19:13.137042351Z 1786195153.136    217 172.18.0.2 TCP_TUNNEL/200 85898 CONNECT api.anthropic.com:443 - HIER_DIRECT/160.79.104.10 -
2026-08-08T13:19:13.212452018Z 1786195153.212    361 172.18.0.2 TCP_TUNNEL/200 3746 CONNECT api.anthropic.com:443 - HIER_DIRECT/160.79.104.10 -
2026-08-08T13:19:13.263886851Z 1786195153.263    351 172.18.0.2 TCP_TUNNEL/200 4004 CONNECT api.anthropic.com:443 - HIER_DIRECT/160.79.104.10 -
2026-08-08T13:19:13.270637060Z 1786195153.270    351 172.18.0.2 TCP_TUNNEL/200 3912 CONNECT api.anthropic.com:443 - HIER_DIRECT/160.79.104.10 -
2026-08-08T13:19:13.337138268Z 1786195153.336    190 172.18.0.2 TCP_TUNNEL/200 71582 CONNECT api.anthropic.com:443 - HIER_DIRECT/160.79.104.10 -
2026-08-08T13:19:13.417092143Z 1786195153.416    504 172.18.0.2 TCP_TUNNEL/200 4373 CONNECT api.anthropic.com:443 - HIER_DIRECT/160.79.104.10 -
2026-08-08T13:19:13.544081977Z 1786195153.543    199 172.18.0.2 TCP_TUNNEL/200 70677 CONNECT api.anthropic.com:443 - HIER_DIRECT/160.79.104.10 -
2026-08-08T13:19:13.694458852Z 1786195153.693    774 172.18.0.2 TCP_TUNNEL/200 5097 CONNECT api.anthropic.com:443 - HIER_DIRECT/160.79.104.10 -
2026-08-08T13:19:13.737366852Z 1786195153.737    187 172.18.0.2 TCP_TUNNEL/200 24837 CONNECT api.anthropic.com:443 - HIER_DIRECT/160.79.104.10 -
2026-08-08T13:21:20.261206329Z 1786195280.261    174 172.18.0.2 TCP_TUNNEL/200 3562 CONNECT services.gradle.org:443 - HIER_DIRECT/104.16.73.101 -
2026-08-08T13:21:20.410836829Z 1786195280.410    149 172.18.0.2 TCP_TUNNEL/200 8533 CONNECT github.com:443 - HIER_DIRECT/140.82.121.4 -
2026-08-08T13:21:39.069929838Z 1786195299.069   2820 172.18.0.2 TCP_TUNNEL/200 4374 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:39.070326671Z 1786195299.070   3513 172.18.0.2 TCP_TUNNEL/200 5975 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:21:39.070346838Z 1786195299.070   3616 172.18.0.2 TCP_TUNNEL/200 4290 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:39.070414588Z 1786195299.070    888 172.18.0.2 TCP_TUNNEL/200 4376 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:39.070635796Z 1786195299.070   1248 172.18.0.2 TCP_TUNNEL/200 4416 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:21:39.070641171Z 1786195299.070   1760 172.18.0.2 TCP_TUNNEL/200 8280 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:39.070694796Z 1786195299.070   4257 172.18.0.2 TCP_TUNNEL/200 4401 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:39.070907754Z 1786195299.070   4765 172.18.0.2 TCP_TUNNEL/200 7162 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.715217722Z 1786195317.714  13515 172.18.0.2 TCP_TUNNEL/200 11146714 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:21:57.715582555Z 1786195317.715  13493 172.18.0.2 TCP_TUNNEL/200 9009594 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:21:57.715589013Z 1786195317.715  13500 172.18.0.2 TCP_TUNNEL/200 16562561 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:21:57.715792472Z 1786195317.715  13589 172.18.0.2 TCP_TUNNEL/200 75748 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.715935930Z 1786195317.715  13589 172.18.0.2 TCP_TUNNEL/200 100845 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.716077305Z 1786195317.715  13517 172.18.0.2 TCP_TUNNEL/200 6335372 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:21:57.716079513Z 1786195317.715  13516 172.18.0.2 TCP_TUNNEL/200 9084553 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:21:57.716125763Z 1786195317.715  13488 172.18.0.2 TCP_TUNNEL/200 5235430 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:21:57.716172180Z 1786195317.715  13592 172.18.0.2 TCP_TUNNEL/200 63658 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.716369805Z 1786195317.715  13591 172.18.0.2 TCP_TUNNEL/200 100624 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.716630930Z 1786195317.716  13590 172.18.0.2 TCP_TUNNEL/200 28023 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.717039805Z 1786195317.716   7171 172.18.0.2 TCP_TUNNEL/200 1858561 CONNECT plugins-artifacts.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.717142055Z 1786195317.716   7151 172.18.0.2 TCP_TUNNEL/200 23601 CONNECT plugins-artifacts.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.717232430Z 1786195317.716   7160 172.18.0.2 TCP_TUNNEL/200 75685 CONNECT plugins-artifacts.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.717600305Z 1786195317.716  18513 172.18.0.2 TCP_TUNNEL/200 187181 CONNECT plugins-artifacts.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.717736763Z 1786195317.716  13590 172.18.0.2 TCP_TUNNEL/200 4298 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.717743222Z 1786195317.716  16689 172.18.0.2 TCP_TUNNEL/200 51697 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.717745388Z 1786195317.716  16689 172.18.0.2 TCP_TUNNEL/200 53640 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.717747180Z 1786195317.716  13593 172.18.0.2 TCP_TUNNEL/200 8076 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.717797055Z 1786195317.716  13597 172.18.0.2 TCP_TUNNEL/200 6148 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.717800805Z 1786195317.716  13494 172.18.0.2 TCP_TUNNEL/200 2170 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:21:57.717929222Z 1786195317.717  13497 172.18.0.2 TCP_TUNNEL/200 5963 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:21:57.717934972Z 1786195317.717  13596 172.18.0.2 TCP_TUNNEL/200 4168 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.717936972Z 1786195317.717  16621 172.18.0.2 TCP_TUNNEL/200 157071 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:21:57.717938722Z 1786195317.717  16625 172.18.0.2 TCP_TUNNEL/200 62283 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:21:57.718198972Z 1786195317.717  17779 172.18.0.2 TCP_TUNNEL/200 99434 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:21:57.718272597Z 1786195317.717  13530 172.18.0.2 TCP_TUNNEL/200 3134 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:21:57.718292305Z 1786195317.717  16623 172.18.0.2 TCP_TUNNEL/200 13627 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:21:57.718293888Z 1786195317.717  13596 172.18.0.2 TCP_TUNNEL/200 2208 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.718294888Z 1786195317.717  18568 172.18.0.2 TCP_TUNNEL/200 64602 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.718296013Z 1786195317.717  13596 172.18.0.2 TCP_TUNNEL/200 2182 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.718296930Z 1786195317.717  13594 172.18.0.2 TCP_TUNNEL/200 4212 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.718297888Z 1786195317.717  16690 172.18.0.2 TCP_TUNNEL/200 14127 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.718298972Z 1786195317.717  13597 172.18.0.2 TCP_TUNNEL/200 2191 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.718299847Z 1786195317.717  13598 172.18.0.2 TCP_TUNNEL/200 2173 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.718300722Z 1786195317.717  13598 172.18.0.2 TCP_TUNNEL/200 2177 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:21:57.718301597Z 1786195317.717  13600 172.18.0.2 TCP_TUNNEL/200 2195 CONNECT plugins.gradle.org:443 - HIER_DIRECT/104.16.72.101 -
2026-08-08T13:22:05.635476267Z 1786195325.635   6968 172.18.0.2 TCP_TUNNEL/200 185732 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.282385352Z 1786195329.282   8536 172.18.0.2 TCP_TUNNEL/200 324845 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.282715769Z 1786195329.282   8536 172.18.0.2 TCP_TUNNEL/200 202972 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.283054685Z 1786195329.282   8542 172.18.0.2 TCP_TUNNEL/200 73112 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.283065519Z 1786195329.282   8541 172.18.0.2 TCP_TUNNEL/200 29699 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.283067727Z 1786195329.282   8539 172.18.0.2 TCP_TUNNEL/200 40604 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.283235644Z 1786195329.283   8538 172.18.0.2 TCP_TUNNEL/200 28453 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.283251602Z 1786195329.283   8538 172.18.0.2 TCP_TUNNEL/200 15284 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.283467144Z 1786195329.283   8543 172.18.0.2 TCP_TUNNEL/200 15384 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.283473310Z 1786195329.283   8537 172.18.0.2 TCP_TUNNEL/200 13482 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.283610435Z 1786195329.283   8536 172.18.0.2 TCP_TUNNEL/200 85382 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.283715435Z 1786195329.283   8539 172.18.0.2 TCP_TUNNEL/200 54625 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.283750769Z 1786195329.283   8542 172.18.0.2 TCP_TUNNEL/200 20369 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.283873477Z 1786195329.283   8537 172.18.0.2 TCP_TUNNEL/200 86536 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.283936227Z 1786195329.283   8538 172.18.0.2 TCP_TUNNEL/200 3275 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.283976644Z 1786195329.283   8536 172.18.0.2 TCP_TUNNEL/200 3292 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.284093560Z 1786195329.283   8539 172.18.0.2 TCP_TUNNEL/200 7924 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.284097269Z 1786195329.283   8539 172.18.0.2 TCP_TUNNEL/200 5173 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.284099102Z 1786195329.283   8539 172.18.0.2 TCP_TUNNEL/200 7927 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.284111727Z 1786195329.284   8542 172.18.0.2 TCP_TUNNEL/200 2059 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.284187935Z 1786195329.284   8541 172.18.0.2 TCP_TUNNEL/200 1655 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:09.284210185Z 1786195329.284    220 172.18.0.2 TCP_TUNNEL/200 12159 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:16.060818522Z 1786195336.060   6736 172.18.0.2 TCP_TUNNEL/200 6947 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:16.060915480Z 1786195336.060   6526 172.18.0.2 TCP_TUNNEL/200 3088 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:16.060918730Z 1786195336.060   6526 172.18.0.2 TCP_TUNNEL/200 7051 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:16.060920147Z 1786195336.060   6526 172.18.0.2 TCP_TUNNEL/200 2103 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:16.060921564Z 1786195336.060   6526 172.18.0.2 TCP_TUNNEL/200 9144 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:16.061124522Z 1786195336.060   6646 172.18.0.2 TCP_TUNNEL/200 3621 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:16.061141064Z 1786195336.061   6590 172.18.0.2 TCP_TUNNEL/200 2101 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:16.061174814Z 1786195336.061   6226 172.18.0.2 TCP_TUNNEL/200 3157 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:18.591201106Z 1786195338.589   3350 172.18.0.2 TCP_TUNNEL/200 25622 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:18.591225190Z 1786195338.589   3352 172.18.0.2 TCP_TUNNEL/200 22861 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:18.591226731Z 1786195338.589   3352 172.18.0.2 TCP_TUNNEL/200 18308 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:18.591246440Z 1786195338.589   3353 172.18.0.2 TCP_TUNNEL/200 5432 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:18.591248065Z 1786195338.589   3350 172.18.0.2 TCP_TUNNEL/200 11907 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:18.591249106Z 1786195338.589   3350 172.18.0.2 TCP_TUNNEL/200 8901 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:18.591250398Z 1786195338.589   3710 172.18.0.2 TCP_TUNNEL/200 48738 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:18.591251398Z 1786195338.589   3350 172.18.0.2 TCP_TUNNEL/200 11110 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:18.591252315Z 1786195338.589   3711 172.18.0.2 TCP_TUNNEL/200 34405 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:18.591253190Z 1786195338.589    803 172.18.0.2 TCP_TUNNEL/200 2064 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:18.591254523Z 1786195338.589    864 172.18.0.2 TCP_TUNNEL/200 3425 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:18.591255565Z 1786195338.589    921 172.18.0.2 TCP_TUNNEL/200 5308 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:22:31.618025571Z 1786195351.617  71206 172.18.0.2 TCP_TUNNEL/200 140517032 CONNECT release-assets.githubusercontent.com:443 - HIER_DIRECT/185.199.110.133 -
2026-08-08T13:23:03.689440253Z 1786195383.688  43373 172.18.0.2 TCP_TUNNEL/200 17939781 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:23:03.689486003Z 1786195383.689  43272 172.18.0.2 TCP_TUNNEL/200 3621884 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:23:03.689615795Z 1786195383.689  43271 172.18.0.2 TCP_TUNNEL/200 1634221 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:23:03.689772711Z 1786195383.689  43273 172.18.0.2 TCP_TUNNEL/200 1752497 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
2026-08-08T13:23:03.690230045Z 1786195383.690  43272 172.18.0.2 TCP_TUNNEL/200 1725831 CONNECT repo.maven.apache.org:443 - HIER_DIRECT/104.18.18.12 -
